Label,Product_Url,Content,header
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-seneca-usfs-05-v2-hdn-element/7686474490.html,"Seneca USFS-05-V2 HDN Element Series Signage / Streaming PC Media Player    Brand New condition, box opened to check the content.    Built with enterprise grade components, including an Intel processor and a Windows IoT (or Linux) OS, the Element line delivers flawless playback in even the most demanding environments. It also provides a consistent, fast and easy out-of-box experience, thanks to our proprietary Maestro software.    You can install Windows 10, 11 pro and use as standard PC also.    Processor Intel Core i3-1115G4 4.10Ghz  Operating System: Windows 10 IOT Enterprise LTSC  Memory 8GB DDR4 2666Mhz (max 32GB memory)  Storage 1x M.2 NVMe SSD 256GB, Additional M.2 Sata Port  Graphics: Intel® UHD Graphics for 11th Gen Intel® Processors  4x HDMI 2.0 Ports  Communication 2x GbE LAN Ports  Intel 9260 Wifi/BT Adapter  2x GbE LAN Ports  Intel 9260 Wifi/BT Adapter  Audio Realtek® ALC269 Realtek® ALC269  Front I/O 1x 3.5in Audio Jack (Via Internal Motherboard Header)  Rear   2x RJ45 LAN Ports  4x HDMI 2.0  4x USB 3.1 Gen2  1x DC Plug (External Power Chassis Only)  *Optional 2x Antennas for Wi-Fi  *Optional 1x 8-pin GPIO  Side I/O *Optional Dual Antenna for Cellular *Optional Dual Antenna for Cellular  Power Delivery Internal Power Version - 50w Internal Power Supply  Cooling Actively Cooled Chassis - Fansink + Additional Fan   Internal Power LxWxH - 210.5 x 108.4mm x 44.5mm (VESA mount  50.4mm)  Weight 4 lbs. / 1.8 kgs   Ambient Operating Temperature 0-40° C  ", Seneca USFS-05-V2 HDN Element Series Signage / Streaming PC  -  $425  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-thinkcentre-m715s-sff/7685828323.html,"Lenovo Thinkcentre M715S - SFF Desktop PC - AMD Pro - 8GB Ram 256GB SSD W11 Pro    Excellent working and cosmetic conditions, Very Fast computer for any task. Latest Windows 11 Pro x64 OS,     I have 2 in stock, if you need more than one please let me know    Lenovo Thinkcentre M715s SFF Computer  AMD Pro A8-9600 3.10Ghz Quad Core  256 GB SSD  8GB DDR4 Ram  DVD-RW Optical Drive  Windows 11 Pro x64 OS  Gigabit Ethernet  AMD Radeon R7 Integrated Graphics  Office 2021, Eset Endpoint AV 2023,   Included Power Cable    2 x USB 3.1 | 4 x USB 3.0 | 2 x USB 2.0 Gigabit Ethernet | 2 x Display port 1.4 | VGA | Serial Port | PS/2 Ports | Audio Ports  ", Lenovo Thinkcentre M715S - SFF Desktop PC - AMD Pro  -  $275  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-prodesk-600-g3-dm-Computer/7685828511.html,"HP Prodesk 600 G3 - DM Computer - Intel Core i5 - 16GB Ram 640 GB SSD W11 Pro    Excellent working and cosmetic conditions, Very Fast computer for any task. Latest Windows 11 Pro x64 OS, Brand new PCIe NVME SSD and additional Sata SSD    HP Prodesk 600-G3 Desktop Mini Computer  Intel Core i5-7500T 2.70Ghz  512GB PCIe M.2 NVME SSD (Brand New) + 128GB Sata SSD. OS Installed on NVME SSD  16GB DDR4 Ram (2 x 8GB)  Windows 11 Pro x64 OS  Gigabit Ethernet  Intel HD Graphics 630  Wireless AC Dual band, Bluetooth  Office 2021, Eset Endpoint AV 2023,   Included 90W Ac power supply  1 x USB-C 3.1 Gen1  4 x USB 3.1, 2 x USB 2.0, Gigabit Ethernet, 3 x Display port 1.4  ", HP Prodesk 600 G3 - DM Computer - Intel i5 - 16GB Ram 640GB SSD W11Pro  -  $320  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-prodesk-600-g1-sff-pc-ghz/7685886345.html,"Great condition. Look and work like new. Upgraded with new 240GB SSD Drive and 500GB HDD, Fully checked. System includes a fresh install of Windows 10 PRO  Included brand new HP USB keyboard and Mouse    Tech Specs:    HP Prodesk 600 G1 SFF Business PC  Intel G3250 Processor (Dual Core, 3.20GHz Up to 3.9GHz, 3MB Cache)  8GB DDR4 Ram (1 x 8GB, 3 Memory Slots are empty: Max 32GB)  240GB Solid State Drive (SSD)  500GB 3.5"" Sata3 6Gbps 7200rpm HDD  SuperMulti-DVD Burner  Serial Port, 2 x Display Port, 1 x VGA, PS/2 Ports  4 x USB 3.0, 6 x USB 2.0, 1 x Microphone-in, 1 x Headset / Speaker port  10/100/1000 Gigabit Ethernet  Microsoft Windows 10 Professional Operating System  Office2019  Endpoint AV  Brand New HP USB Keyboard and Mouse  ", HP PRODESK 600 G1 SFF PC | G3250 3.20GHZ | 240GB SSD + 500GB HDD | 8GB  -  $200  (Evanston)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-t640-thin-client-desktop/7685917056.html,"HP t640 Thin Client Desktop Computer Ryzen R1505G 8GB 128GB eMMC Win10 IoT Enterprise LTSC - New    UPC: 195161132544  HP Part# 28N74UP#ABA  HP Retail price: $790 + Tax  Condition: Brand new item, Box opened to check content --System passed all testing; distressed packaging, new.   Windows 10 Enterprise IOT LTSC (latest factory image installed directly from HP) New with HP warranty.  Brand new HP monitors available for extra    Features:  CPU Make: AMD  CPU Model: Ryzen Embedded R1505G  CPU Configuration: Dual Core  CPU Speed: 2.4GHz  Memory: 8GB DDR4 (max ram 32GB)  memory upgrade available for extra  Hard Drive: 128GB eMMC (256GB and 512G NVME SSD upgrade available for extra)  Optical Drive: None  Video: Integrated AMD Radeon Vega 3 Graphics  Screen Size: None  Operating System: Windows 10 IoT Enterprise LTSC 2019  Network: Realtek Gigabit Ethernet  Wireless: Intel 802.11ac wireless + Bluetooth  Comments:  Keyboard & Mouse  3X USB 3.1 Gen1 Type-A  1X USB 3.1 Gen2 Type-A  1X USB 3.1 Gen2 Type-C  2X USB 2.0 (one w/ power)  3X DisplayPort  RS-232 Serial port  RJ-45 Ethernet  2X 3.5mm audio jack    included, HP Keyboard, Mouse, Power Supply, Stand  ", HP t640 Thin Client Desktop Computer Ryzen R1505G 8GB 128GB eMMC Win10  -  $390  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-optiplex-pc-i5-16gb-ram/7685973103.html,"Dell OptiPlex 3020 Computer PC Intel i5 16GB RAM 256GB SSD + 500GB HDD Radeon HD6450 W11 Pro    Excellent condition, refurbished system. Comes with latest Windows 11 Professional OS, Upgraded with Samsung 256GB SSD  + 500GB storage and 16GB Ram, Could have minor scratches or dents on the case.    5 Available (3 Sold, 2 Available)    This listing includes:  Dell Optiplex 3020 MT PC  Dell Keyboard and Mouse  Power Cord    Operating System – Windows 11 Pro x64  CPU – Intel Quad Core i5-4590T Quad Core CPU @ 3.30GHz - 3.90GHz  Memory - 16GB (DDR3 1600MHz) Max: 32GB  SSD Drive: - 256GB Samsung 2.5"" SSD  SATA HDD: 500GB 7200rpm Sata 6Gbps HDD  Video – AMD Radeon HD6450 1GB GPU 1x HDMI, 1x DVI and 1x VGA   Optical Drive: - DVDRW/CDRW  Audio – Integrated Digital High Definition Audio  Network –  Intel Gigabit Ethernet  Ports on Front – Headphone, Mic, 2x USB 2.0  Ports on Back – Audio, Mic, 2x USB 3.0, 4x USB 2.0, DisplayPort, RJ-45 Gigabit (NIC), VGA,     Genuine Windows 11 Pro 21H2  MS Office2021 Pro Plus  Adobe Acrobat Reader  Google Chrome  CCleaner Free  No media (cds/dvds/manuals/books/etc.) included.  ", Dell OptiPlex PC i5 16GB Ram 256GB SSD + 500GB HDD Radeon HD6450 Win11  -  $225  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-precision-3420-pc-gb-ssd/7686080099.html,"An off-lease system. 100% tested, refurbished and fully functional. System is in great condition like new system. It may have minor blemishes due to handling but fully functional.     I have 2 Unit in stock    Refurbished Grade A with Minimal wears  Dell Precision 3420 SFF Workstation  Windows 11 Pro 64bit  Intel i5-6500 3.20Ghz   16GB DDR4 RAM (2 x 8GB PC4-2400T)  256GB PCIex M.2 NVME SSD New Up to 2500Mb/s speed  1TB 2.5"" Sata HDD  Optical Drive - DVD-R/RW Drive  Intel HD Graphics P530  Gigabit Ethernet  Power cable included  RJ-45, 10 x USB 3.0 and 2.0, Serial Port, Onboard HDMI, 2x Onboard Display Port  Office21  EndpointAV 2023  ", DELL Precision 3420 PC i5-6500 256GB SSD + 1TB HDD 16GB RAM W11 Pro  -  $300  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-thinkcentre-pc-e73-i5/7686082002.html,"Lenovo ThinkCentre PC E73 i5-4570S 2.90GHz 8GB 512GB SSD + 500GB Sata HDD    Lenovo E73 i5 4570s Desktop Computer System  Excellent, like a new condition, comes with brand new 512GB SSD drive, MS Office 2019 Software, Eset Antivirus and Adobe Acrobat. All freshly installed, include Lenovo KB and Mouse.     Specs:  Intel Core i5 4570s 2.9Ghz Quad Core CPU  8Gb Ram  512GB Solid State Drive (Brand New SSD)  500GB 7200rpm 64mb Cache Sata HDD  4 x USB 2.0, 2 x USB 3.0  Display Port and VGA port, Dual Monitor ready.  DVD+RW Drive  Windows 10 Pro  Office2019  Endpoint Antivirus  ", Lenovo ThinkCentre PC E73 i5-4570S 2.90GHz 8GB 512GB SSD + 500GB W10  -  $260  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-prodesk-600-g2-sff-pc-gb/7686094313.html,"HP PRODESK 600 G2 SFF PC | I5-6600 | 256GB SSD + 2 TB | 8 GB RAM | Windows 11    Great condition with minor or no scratches or light dents. Look and work like new. Upgraded with brand new 256GB SSD Drive and 2TB HDD, Fully checked. System includes a fresh install of Windows 11 PRO and New HP keyboard, Mouse set.    Tech Specs:    HP Prodesk 600 G2 Business PC   Intel Core i5-6600 Processor (Quad-Core, 3.30GHz Up to 3.9GHz, 6MB Cache)  8GB DDR4 Ram (1 x 8GB, 3 Memory Slots are empty: Max 32GB)  256GB Brand new Solid State Drive (SSD)   2TB 3.5"" Sata3 6Gbps 7200rpm HDD  SuperMulti-DVD Burner  Serial Port,  2 x Display Port, 1 x VGA, PS/2 Ports  6 x USB 3.0, 4 x USB 2.0, 1 x Microphone-in, 1 x Headset / Speaker port  10/100/1000 Gigabit Ethernet  Microsoft Windows 11 Professional Operating System  Office2021  Endpoint 2021 AV  Energy Star Compliant  Included new HP Keyboard and Mouse Set  Include Power Cable  ", HP PRODESK 600 G2 SFF PC i5-6600 256GB SSD + 2 TB HDD 8GB Windows 11  -  $265  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-thinkcentre-m82p-sff-pc/7686089605.html,"LENOVO THINKCENTRE M82P | INTEL CORE I5-3470 | 256GB SSD + 1TB HDD | 8GB RAM | W10 Pro Wi-Fi    Off-Lease refurbished item, upgraded with brand new 256GB SSD, PCIe Wi-Fi adapter and Antenna, Optional 22"" and 24"" brand new Lenovo, Dell, HP monitors available for Extra    Lenovo ThinkCentre M82P SFF  Windows 10 Pro x64  Intel Core i5-3470 3.20GHz Quad Core  8GB DDR3L Memory  256GB Sata SSD (brand New)  1TB 7200rpm Sata HDD 6Gbps  Optical Disc Drive  Intel HD Graphics  PCIe Dual Band AC Wi-Fi with Antenna  Intel Gigabit Ethernet  4 x USB 3.0, 4 x USB 2.0, Serial Port, DisplayPort, VGA, Audio Ports  Small Form Factor  Office2019  Eset Endpoint AV 2022  Included USB Keyboard and Mouse, Power Cab  ", LENOVO THINKCENTRE M82P SFF PC I5-3570 256GB SSD + 1TB 8GB W10Pro Wifi  -  $225  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-acer-chromebook-fhd-intel-core/7685879218.html,"Acer ChromeBook 715 15.6"" FHD Intel Core i3-8130U 4GB DDR4 128GB Chrome OS - CB715-1W-35ZK    New Open Box item in Original Manufacturer Packaging.     Acer Chromebook 715  Model: CB715-1W-35ZK  Intel Core i3 8130U  Ram Memory Installed Size 4 GB  Operating System Chrome OS  Intel UHD Graphics 620	  Screen Size 15.6 Inches FHD (1920 x 1080) Comfyview IPS Screen  Color Grey  Storage: 128 GB SSD  HDR Webcam, Built in Dual Microphone  4-cell Lithium Polymer 3690 mAh  Up to 12 Hrs Battery Life  Wireless AC  Bluetooth 4.2  1 USB 3.1 Gen 1 Type-A, 2 USB 3.1 Gen 1 Type-C  "," Acer ChromeBook 715 15.6"" FHD Intel Core i3-8130U 128GB SSD 4GB DDR4  -  $350  (Evanston)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-thinkcentre-m710q-mini/7685924420.html,"Lenovo ThinkCentre M710q Mini PC i5-6500T 2.5GHz 8GB DDR4 512GB SSD Windows 11 Pro    Excellent like new cosmetic and working condition. Upgraded with NVME SSD Drive and OS and apps freshly installed.  System have dual SSD    Intel Core i5-6500T (Quad Core, 2.50GHz)  8GB DDR4 System Memory  Dual SSD total 512GB  256GB Samsung NVME SSD  256GB 2.5"" Sata SSD  Intel HD Graphics 530  6 x USB 3.1 Super Speed, Audio Ports  2 x Display Port  10/100/1000 Gigabit Ethernet  Genuine Windows 11 Professional Operating System 22H2 x64  Office 2021 Pro  Eset Endpoint Antivirus 2023  AC Power Supply    ", Lenovo ThinkCentre M710q Mini PC i5-6500T 8GB DDR4 512GB SSD W11 Pro  -  $300  (Evanston)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-thinkvision-t27h-20-ips/7685874258.html,"Lenovo ThinkVision T27h-20 IPS LED Backlit Computer Monitor 27"" 2560 x 1440 QHD - Brand New with manufacturer warranty thru 2026    Packaging Condition Details: New In Open Manufacturer's Packaging. The Box Has Bends, Creases, Wear, Rips, Labels Removed & Dirt Marks. The Contents Are Sealed In The Inner Packaging.    Manufacturer/Model: Lenovo ThinkVision T27h-20   27"" IPS LED Backlit Flat Panel   60 Hz  Integrated USB Hub  2560x1440 QHD Resolution  16.7 Million Colors  1000:1 Static Contrast Ratio  4ms  350 cd/m2  SRGB %99.9  Stand Adjustments: Tilt, Swivel, Pivot, Height Adjust Stand  Ports: 1x HDMI 1.4, 1x DP 1.2, 1x USB-C 3.1 Gen 1 (DP 1.2 Alt Mode),4x USB 3.1 Gen 1 (1x BC)  Product Color: Raven Black    What's in the box  Monitor  Stand  1 x Power Cable  1 x DP Cable  1 x USB Type-C to Type-C Cable  1 x USB Type-C to Type-A Cable(NA only)  Quick Setup Guide  "," Lenovo ThinkVision T27h-20 IPS LED Computer Monitor 27"" QHD - New  -  $350  (Evanston)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-optiplex-3010-pc-i3-8gb/7685873857.html,System excellent working and cosmetic condition. Upgraded with a Solid State Drive and Windows OS installed freshly.    Model – Dell OptiPlex 3010  Chassis – Mini Tower  Operating System – Windows 10 Professional  Memory - 8 GB (DDR3 1600MHz)  SSD: - 256GB SSD  HDD: 500GB Sata HDD  CPU – Intel i3-3220 CPU @ 3.30GHz  Video – Nvidia GT630 Dedicated GPU (2 x DVI 1 x Mini HDMI)  Optical Drive: - DVDRW/CDRW  Audio – Integrated Digital High Definition Audio  Network – Intel gigabit Ethernet  Office 2019 Pro  Endpoint 2019 Antivirus  , Dell Optiplex 3010 PC i3 8GB Ram 256GB SSD + 500 GB HDD  -  $180  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-ideacentre-510s-pc-gb/7685861710.html,"Lenovo Ideacentre 510-08IKL PC i3-7100 3.90Ghz 8GB 256gb NVME SSD + 2TB Intel HD630  Brand new USB Keyboard + Mouse Set    Overall Condition: Grade A System, fully checked and refurbished. Installed brand new super-fast 256GB NVME SSD + 2TB Sata HDD, Windows 10 Home x64 (Free Windows 11 Upgrade available by request)  Minor scratches from store handling, packing and shipping. This computer has built in Dual Band Wi-Fi AC and Bluetooth, Wi-Fi Antenna does not include.    Windows 10 Home x64  Intel 7th Generation Core i3-7100 3.90Ghz  8GB DDR4 RAM  256GB PCIe M2 NVME SSD (Brand-New Solid-State Drive)  2TB 7200rpm Sata HDD  Intel HD Graphics 630  Dual Band Wifi AC and Bluetooth (Wifi Antenna not Include but wifi works well)  DVD Multi Drive  SD Card Reader  Gigabit Ethernet 10/100/1000  Office19  Endpoint AV    Ports  RJ-45, 1x HDMI, 1x VGA, 6x USB 3.1 and 3.0 and 2x USB 2.0 Ports , H/P & Mic Port, Gigabit Ethernet, 7in1 Media Card Reader  OS and Software:  Windows 10 Home x64 v1909  ", Lenovo Ideacentre 510s PC i3-7100 8GB 256gb NVME SSD + 2TB KB &amp; Mouse  -  $350  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-inspiron-laptop-gb-ram/7685861567.html,"Very Good cosmetic and working condition, battery in perfect like new condition. 15.6"" Laptop, Comes with Windows 10 OS, MS Office 21. All freshly installed on upgraded 256GB SSD and ready to use.    15.6"" HD IPS Screen  Intel i3-7100 2.40 GHz Processor  12 GB of DDR4 Memory  256 GB SSD Solid State Drive  Video Controller: Intel HD Graphics 620  Windows 10 x64 Home  Gigabit Ethernet  Dual band Wireless, Bluetooth  HD WebCam, Dual Array Mic  DVD-RW Drive  2 x USB-A 3.0 1 x USB 2.0, HDMI, SD Card reader, Headphone/Speaker/mic jack.  Genuine Dell A/C Adapter included.    OS: Windows 10 Home x64  MSOffice 2021, Eset Endpoint AV  "," Dell Inspiron 15-5100 15.6"" Laptop i3-7100 12GB Ram 256GB SSD W10 Pro  -  $275  (Evanston)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-envy-desktop-pc-gb-ssd-16gb/7685861161.html,"HP ENVY 750-524 Desktop PC | INTEL CORE I7-7700 3.6GHZ | 628GB SSD | 16GB RAM | W11 Pro Wifi BT    Product Overview    Designed for home, small offices, and families in need of a powerful multimedia hub, the HP Envy 750-524 Desktop Computer is powered by Super Fast 3.6 GHz Intel Core i7 processor with 16 GB of DDR4 RAM. Solid State Storage, Wireless, Bluetooth    Monitor, Storage and GPU upgrades available for Extra    Specifications    Processor: Intel Core i7 7th Gen  RAM: 16 GB DDR4  Storage: 500 GB SSD + 128GB NVME SSD  Operating System: Windows 11 Home  Network: Gigabit LAN  Network: 802.11ac Wireless and Bluetooth 4.2  DVD/CD RW Optical Drive  Intel HD Graphics 630  Video Output: 2 x HDMI  DTS Studio Sound  5.1 Surround Sound  400W Power Supply    Ports:  1 USB 3.0 Type-C, 4 USB 3.0, 2 USB 2.0  Headphone/microphone combo jack  7-in-1 memory card reader    MSOffice2021  Eset Endpoint AV 2023  ", HP ENVY 750-524 Desktop PC I7-7700 628GB SSD | 16GB RAM | W11 Pro Wifi  -  $425  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-hp-6200-pro-sff-pc-intel-i5/7685852130.html,"HP 6200 Pro SFF PC Computer - Intel i5 Quad Core 256GB SSD + 500GB HDD 8GB W10 Pro    Excellent working and cosmetic condition, refurbished system. Upgraded with 256GB SSD and 500GB HDD storage    I have 3 in stock (1 Sold 2 in stock)    This listing includes:  HP 6200 Pro SFF PC  Power Cord    Operating System – Windows 10 Pro x64  CPU – Intel Core i5-2400 Quad Core 3.10Ghz  Memory - 8GB DDR3 ram (max 32GB)  SSD: 256GB 2.5"" SSD (Solid State Drive)  SATA HDD: 500GB 7200rpm Sata HDD  Integrated Intel HD Graphics  Multiple Monitor Support  Optical Drive: - DVDRW/CDRW  Audio – Integrated Digital High Definition Audio, Built in Speakers  Network – Gigabit Ethernet,  Ports on Front – Headphone, Mic, 4x USB 2.0,  Ports on Back – 6x USB 2.0, RJ-45 (NIC), VGA, Display Port, Serial Port, PS/2 Port,   MS Office 2019  Endpoint 2022 Antivirus  ", HP 6200 Pro SFF PC  Intel i5 Quad Core 256GB SSD + 500GB HDD 8GB W10P  -  $130  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-dell-optiplex-ghz-256gb-ssd/7685851968.html,"DELL OPTIPLEX 3050 | I3-6100 3.70GHZ | 256GB SSD + 500GB | 8GB RAM W11 Pro    I have 2 Unit in Stock    Great condition with minor or no cosmetic scratches or dents. Look and work like new. Upgraded with Samsung 256GB SSD, fully checked. System includes a fresh install of Windows 11 PRO, and COA. Sales included USB Keyboard and Mouse.    Small Form Factor desktops deliver maximum performance and the space to add additional peripherals.  Features    Intel Core i3-6100 Processor 3.7GHz  8GB DDR4 Ram Max 16GB)  256GB Solid State Drive (SSD) - Samsung  500GB Sata 6Gbps 7200rpm HDD  Intel HD Graphics 530  SuperMulti-DVD Burner  1 x Display Port, 1 x HDMI, 1 x VGA   4 x USB 3.1, 4 x USB 2.0, 1 x Microphone-in  1 x PCI X16, 1 x 3.5"" Internal Expansion Bay(s)  10/100/1000 Gigabit Ethernet  Microsoft Windows 11 Professional Operating System  Office21  Endpoint AV  USB Keyboard and Mouse  Energy Star Compliant  ", DELL OPTIPLEX 3050 | I3-6100 3.70GHZ | 256GB SSD + 500GB | 8GB RAM W11  -  $240  (Evanston)  
Computer,https://chicago.craigslist.org/nwc/sys/d/evanston-lenovo-ideacentre-510a-amd-gb/7685851804.html,"Overall Condition:  Grade A System, Fully checked and refurbished. Installed brand new super fast 256GB NVME SSD, and additional 1TB HDD Windows 10 Pro x64, Minor scratches or dents from store handling, packing and shipping. This computer has built in Dual Band Wifi AC and Bluetooth, Included new Usb Keyboard and Mouse.    Lenovo IdeaCentre 510A    Windows 10 Pro x64  AMD A12-9800 3.80Ghz 12 Compute Cores (4 CPU + 8 Graphic Cores)  8GB DDR4 RAM  256GB PCIe M2 NVME SSD (Brand New Solid State Drive )  1TB 7200rpm Sata HDD  AMD Radeon R7 Graphics (1 HDMI and 1 VGA port)  Dual Band Wifi AC and Bluetooth  DVD Multi Drive  Gigabit Ethernet 10/100/1000  USB Keyboard & Optical Mouse Included  Office19  Endpoint AV      Ports  RJ-45, 1x HDMI, 1x VGA, 6x USB 3.1 and 2.0, H/P & Mic Port, Gigabit Ethernet, 7in1 Media Card Reader  OS and Software:  Windows 10 Pro x64 v1909  ", Lenovo ideacentre 510A - AMD A12-9800 8GB Ram 256GB NVME SSD + 1TB HDD  -  $350  (Evanston)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/homer-glen-netgear-ethernet-switch/7678443431.html,NETGEAR SUPER FAST ETHERNET SWITCH  MODEL FS605 V2  BRAND NEW WITH AC ADAPTER    TEXT JOE   show contact info   , NETGEAR ETHERNET SWITCH  -  $30  (HOMER GLEN)  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/poweredge-r710-server-2x-ghz-80gb-ddr3/7683373445.html,"For sale is a Dell PowerEdge 2U server. The storage backplane on this unit is configured for 8 2.5"" disks. This unit was used in my homelab and is fully operational. Specs below--    CPU: 2 x Xeon X5672 3.2 GHZ quad-core with hyperthreading each (4 physical cores / 8 logical)  Memory: 80GB ECC-DDR3 1333MHz  Storage Controller: PERC H700  Storage Disks:         - 6 x 146GB SAS HDDs        - 2 x 1TB SATA HDDs  Additional:        - iDRAC6 Enterprise        - 2 x 570 Watt Dell PSUs        - Front Bezel Included        - R710 Static 1U Rack Mount Server Rail Kit     Note: 6 of the 8 HDD caddy's springs have broken keeping them in a unlocked state - see pictures. The disks work fine in the unit currently despite the spring issue. If this bothers you, the caddys are pretty cheap to replace.  "," PowerEdge R710 Server 2x X5672 3.2GHZ 80GB DDR3 2.8TB Storage iDRAC6  -  $350  (Ravenswood, Chicago)  "
Computer,https://chicago.craigslist.org/nwc/sys/d/wauconda-asus-z97i-plus-intel-ghz-16gb/7688546375.html,Mini-ITX PC Computer in case with 550W Power Supply.    ASUS Z97I-PLUS Motherboard    Intel i7-4790 3.6GHz CPU    16GB RAM    120GB Samsung SSD    NO OS  , ASUS Z97I-PLUS Intel i7-4790 3.6GHz 16GB 120GB Samsung SSD Mini-ITX PC  -  $220  (Wauconda)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-old-dell-desktop-pc/7688543741.html,"I'm selling my old Dell Desktop that I got in 2012.It's not a power house gaming computer, or anything like that, but it should still make for a pretty good office PC.it has:    a Core i7 3770(quad core 3.40GHz )  a low end 1 gig video card  16 gigs of RAM  Windows 7 Professional  a CD/DVD drive  a 1TB hard drive    It's just the tower, but I have a couple of VGA cables and the installation disc, if you want that.This has to be picked up as I do not have a car.If you're interested, or have questions let me know.  ", Old Dell Desktop PC  -  $130  (Far South Chicago/Calumet Park)  
Computer,https://chicago.craigslist.org/nwc/sys/d/glenview-omen-gaming-laptop-15-inch/7688486314.html,"This HP Omen 15 gaming laptop is a powerhouse equipped with an Intel Core i7-9750H processor running at 2592 Mhz, 16 GB RAM, and a Nvidia RTX 2060 graphics card. The 15.6-inch screen provides a stunning visual experience. It comes with Windows 11 Home operating system installed and has a hard drive capacity of 16 GB. This laptop is ideal for gaming and other high-performance tasks. The HP brand is known for its quality and reliability. The model is sleek and stylish, making it perfect for both work and play. Bid with confidence on this top-of-the-line gaming laptop!    SPECIFICATIONS:    OS Name - Microsoft Windows 11 Home  Version - Microsoft Windows 11 Home  Other OS Description - 10.0.22621 Build 22621  OS Manufacturer - Microsoft Corportation    System Manufacturer - HP  System Model - OMEN by HP Laptop 15-dh0xxx  System Type - x64-based PC  System SKU - 5VX94AV    Processor - Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz, 2592 Mhz, 6 Core(s), 12 Logical Processors  Graphics Card - Nvidia GeForce RTX 2060  RAM - 16 GB  Storage - 512 GB SSD, 1 TB Hard Drive  ", Omen Gaming Laptop 15-inch  -  $700  (Glenview)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-asus-x54c-z54c-laptop-notebook/7678687326.html,"Asus X54C/Z54C Laptop    If you're reading this ad, the machine is available.  Contact info in the 2nd pic. Quickest response via text.     Excellent condition, windows 10 pro fresh install, lots of parts upgraded, ready to go! Contains both SSD and mechanical drive    Screen - 15.6"" lcd  CPU - Core i5 processor (upgraded to i5 2540M)  RAM - 8GB (upgraded)  OS Drive - 250GB SSD (upgraded)  Storage Drive - 2TB 5400 rpm (upgraded), installed in place of dvdrom  Wired LAN - Gigabit ethernet  Wireless LAN - 2.4/5Ghz wifi AC capable    Ports/Connectors -   1x Type A USB 2.0  1x Type A USB 3.0  1x Ethernet RJ45 Gigabit  1x HDMI  1x Power brick/charger included    Computer is great for productivity work/school work. Plays youtube in HD.    Software:  Windows 10 Pro installed and optimized (bloat removed)  MS Office 2021  - word processor, spreadsheets, presentation, etc.    Two drives present in laptop, drive C (250gb ssd) for operating system/programs, drive D (2tb) mechanical for data/media storage.    ", ASUS X54C/Z54C LAPTOP NOTEBOOK 8GB 256GB SSD 2TB WINDOWS10 PRO WIFI  -  $200  
Not a Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-aoc-monitor-crve-144hz-obo/7688477048.html,Used like new had it for a few years just a bit dirty from not using it need it gone as soonest as possible.    Yes it works     Offer or trades.  Text my phone number if interested    , Aoc monitor crve 144hz obo  -  $150  (Chicago)  
Computer,https://chicago.craigslist.org/nwc/sys/d/chicago-asus-rog-strix-gundam-pc/7688456929.html,"This was the Gundam barebones PC purchased from a retail store, MSRP $2999, I added the Gundam edition mouse.  It's been lightly utilized and was watercooled for a few months, but converted to all original equipment, with cpu and gpu having been re-pasted using bitspower thermal paste and thermal pads where applicable.    Aside from the Gundam Barebones PC which included the ROG Strix Gundam RTX 3080, Gundam mousepad and Gundam headphones, I added these essential components:    Intel i7 11700K  64gb GSkill Trident DDR4 3600  WD Black SN850 2TB ssd NVMe    I also have been storing the original packaging which I will pack this in    "," Asus ROG Strix Gundam PC  -  $2,700  (Lakeview)  "
